review_text,rating,date,user,delivery,menu
웨이팅 없이 바로 들어와서 츠키미우동 먹었는데 이런 맛집이 숨어있다니! 육수가 깊고 진해요 조용하고 여유있게 먹을 수 있어요,5,2023-10-20,1036.0,1.0,츠키미우동
츠키미우동 맛은 좋아요! 근데 웨이팅 공간이 좁아요 새로 오픈한 가게라 그런지 깨끗해요,4,2023-10-20,1037.0,1.0,츠키미우동
가마타마우동 그냥 무난해요. 자리가 좀 불편해요 👍,3,2023-10-21,1038.0,1.0,가마타마우동
혼밥하러 와서 들어왔다가 대박 맛집 발견! 츠키미우동 진짜 맛있어요 사이드 메뉴도 맛있어요,5,2023-10-21,1039.0,1.0,츠키미우동
점심시간에 냉우동 괜찮네요. 아쉬운 점은 자리가 좀 불편해요 👍,4,2023-10-21,1040.0,1.0,냉우동
저녁 먹으러 쇼유우동 맛있게 먹었어요. 한 가지 아쉬운건 웨이팅 공간이 좁아요,4,2023-10-21,1041.0,1.0,쇼유우동
붓카케우동 맛있는데 사이드메뉴가 더 다양했으면 좋겠어요 👍,4,2023-10-21,1042.0,1.0,붓카케우동
첫 손님으로 왔다가 냉우동 완전 반했어요... 생면이라 그런지 식감이 남달라요 조용하고 여유있게 먹을 수 있어요,5,2023-10-21,1043.0,1.0,냉우동
신상이라 기대했는데 츠키미우동 너무 아쉬워요 위생 상태가 좋지 않아요,2,2023-10-22,1044.0,1.0,츠키미우동
신상 우동맛집! 가마타마우동 괜찮아요~ 한 가지 아쉬운 건 가격이 조금 있는 편이에요,4,2023-10-22,1045.0,1.0,가마타마우동
와카메우동 맛있어요! 근데 웨이팅 공간이 좁아요 👍,4,2023-10-22,1046.0,1.0,와카메우동
김준석 셰프님 가게라 기대했는데 와카메우동 맛있어요! 근데 계산대가 좀 혼잡해요,4,2023-10-22,1047.0,1.0,와카메우동
친구랑 같이 츠키미우동 맛봤어요. 전반적으로 괜찮은데 계산대가 좀 혼잡해요 아직 손님이 많지 않아서 좋네요,4,2023-10-22,1048.0,1.0,츠키미우동
오픈 세일 한다길래 왔다가 붓카케우동 맛보고 단골 예약이요 💕 육수가 깊고 진해요,5,2023-10-23,1049.0,1.0,붓카케우동
성수에 우동 맛집 새로 생겼네요~ 붓카케우동 강추합니다! 가게 분위기도 좋고 깔끔해요,5,2023-10-23,1050.0,1.0,붓카케우동
혼밥하러 와서 우연히 발견한 신상 맛집! 츠키미우동 진짜 맛있네요 인테리어가 깔끔해서 좋아요,5,2023-10-23,1051.0,1.0,츠키미우동
아직 사람들이 잘 모르는 맛집... 붓카케우동 완전 취저! 면발이 쫄깃쫄깃하니 좋네요,5,2023-10-23,1052.0,1.0,붓카케우동
이런 퀄리티로 오픈하시면... 와카메우동 맛이 너무 없어요,1,2023-10-23,1053.0,1.0,와카메우동
가케우동 완전 맛있어요! 면발이 쫄깃쫄깃하니 좋네요 😍,5,2023-10-23,1054.0,1.0,가케우동
김준석 셰프님 가게라길래 왔는데 쇼유우동 기대보단 좀... 자리가 좀 불편해요,3,2023-10-23,1055.0,1.0,쇼유우동
혼밥하러 와서 가케우동 맛봤어요. 전반적으로 괜찮은데 양이 조금 적은게 아쉽네요,4,2023-10-23,1056.0,1.0,가케우동
친구가 추천해서 왔는데 츠키미우동 진짜 맛있네요! 육수가 깊고 진해요,5,2023-10-23,1057.0,1.0,츠키미우동
조용하고 좋네요~ 가케우동 맛있어요. 아쉬운 점은 음식 나오는 시간이 조금 걸려요,4,2023-10-24,1058.0,1.0,가케우동
김준석 셰프님 새로 오픈하셨다길래 와봤어요! 냉우동 역시 기대를 저버리지 않네요 양도 적당하고 맛있어요,5,2023-10-24,1059.0,1.0,냉우동
혼밥하러 와서 쇼유우동 맛있게 먹었어요. 한 가지 아쉬운건 음식 나오는 시간이 조금 걸려요 🔥,4,2023-10-24,1060.0,1.0,쇼유우동
가케우동 맛있는데 테이블이 좀 좁아요 👍,4,2023-10-24,1061.0,1.0,가케우동
오픈 세일 한다길래 왔다가 와카메우동 맛보고 단골 예약이요 💕 면발이 쫄깃쫄깃하니 좋네요,5,2023-10-24,1062.0,1.0,와카메우동
첫 손님으로 왔다가 츠키미우동 완전 반했어요... 재료가 신선한게 느껴져요 새로 오픈한 가게라 그런지 깨끗해요,5,2023-10-24,1063.0,1.0,츠키미우동
김준석 셰프님 가게라길래 왔는데 붓카케우동 기대보단 좀... 사이드메뉴가 더 다양했으면 좋겠어요,3,2023-10-24,1064.0,1.0,붓카케우동
저녁 먹으러 가마타마우동 진짜 맛있네요. 면발이 쫄깃쫄깃하니 좋네요 👍,5,2023-10-24,1065.0,1.0,가마타마우동
혼밥하러 와서 들어왔다가 대박 맛집 발견! 쇼유우동 진짜 맛있어요 가성비 좋은 맛집이에요,5,2023-10-24,1066.0,1.0,쇼유우동
데이트 코스로 가케우동 맛봤어요. 전반적으로 괜찮은데 자리가 좀 불편해요,4,2023-10-24,1067.0,1.0,가케우동
신상이라 기대했는데 쇼유우동 너무 아쉬워요 너무 짜요,2,2023-10-24,1068.0,1.0,쇼유우동
가족이랑 함께 들어와봤어요. 냉우동 맛있는데 테이블이 좀 좁아요 성수동에 이런 맛집이 생겼네요,4,2023-10-24,1069.0,1.0,냉우동
친구랑 같이 쇼유우동 괜찮네요. 아쉬운 점은 계산대가 좀 혼잡해요 💖,4,2023-10-24,1070.0,1.0,쇼유우동
새로 생긴 우동집이라 반신반의하면서 왔는데 가케우동 완전 실화네요 육수가 깊고 진해요,5,2023-10-24,1071.0,1.0,가케우동
김준석 셰프님 새로 오픈하셨다길래 와봤어요! 쇼유우동 역시 기대를 저버리지 않네요 일본 현지 맛이에요,5,2023-10-24,1072.0,1.0,쇼유우동
신상 우동맛집! 츠키미우동 괜찮아요~ 한 가지 아쉬운 건 사이드메뉴가 더 다양했으면 좋겠어요 성수동에 이런 맛집이 생겼네요,4,2023-10-25,1073.0,1.0,츠키미우동
냉우동 맛은 좋아요! 근데 좌석이 좀 더 많았으면 해요 성수동에 이런 맛집이 생겼네요,4,2023-10-25,1074.0,1.0,냉우동
기대하고 왔는데 와카메우동 너무 실망... 서비스가 너무 불친절해요,2,2023-10-25,1075.0,1.0,와카메우동
기대 이상이네요~ 냉우동 맛있어요. 다만 메뉴가 좀 단조로워요,4,2023-10-25,1076.0,1.0,냉우동
김준석 셰프님 가게라 기대했는데 냉우동 맛있어요! 근데 양이 조금 적은게 아쉽네요,4,2023-10-25,1077.0,1.0,냉우동
첫 손님으로 왔다가 가마타마우동 완전 반했어요... 가격도 괜찮고 맛도 좋네요,5,2023-10-25,1078.0,1.0,가마타마우동
셰프님 이름값인가... 냉우동 별로에요 음식이 눅눅해요,2,2023-10-25,1079.0,1.0,냉우동
저녁 먹으러 와카메우동 먹었다가 후회했어요. 가격이 너무 비싸요 👍,1,2023-10-25,1080.0,1.0,와카메우동
혼밥하러 와서 들어왔다가 대박 맛집 발견! 가마타마우동 진짜 맛있어요 가격도 괜찮고 맛도 좋네요,5,2023-10-25,1081.0,1.0,가마타마우동
혼밥하러 와서 붓카케우동 먹었는데 맛있네요! 다만 좌석이 좀 더 많았으면 해요 😊,4,2023-10-25,1082.0,1.0,붓카케우동
와카메우동 완전 맛있어요! 국물이 진하고 맛있어요 😊,5,2023-10-25,1083.0,1.0,와카메우동
친구가 추천해서 왔는데 붓카케우동 진짜 맛있네요! 생면이라 그런지 식감이 남달라요,5,2023-10-25,1084.0,1.0,붓카케우동
혼밥하러 와서 가마타마우동 괜찮네요. 아쉬운 점은 자리가 좀 불편해요 🥰,4,2023-10-26,1085.0,1.0,가마타마우동
오픈한지 얼마 안됐다고 해서 기대 안했는데 와카메우동 먹고 깜짝 놀랐어요! 생면이라 그런지 식감이 남달라요,5,2023-10-26,1086.0,1.0,와카메우동
혼밥하러 와서 왔다가 쇼유우동 먹어봤는데 평범... 가격이 조금 있는 편이에요 막 오픈한 집이라 기대 안했는데 맛있어요,3,2023-10-27,1087.0,1.0,쇼유우동
웨이팅 없이 바로 들어와서 가마타마우동 먹었는데 이런 맛집이 숨어있다니! 재료가 신선한게 느껴져요,5,2023-10-27,1088.0,1.0,가마타마우동
혼밥하러 와서 쇼유우동 맛봤어요. 전반적으로 괜찮은데 사이드메뉴가 더 다양했으면 좋겠어요 웨이팅 없이 먹을 수 있어서 좋아요,4,2023-10-27,1089.0,1.0,쇼유우동
소문나기 전에 가봤어요 츠키미우동 진짜 맛있네요! 가격도 괜찮고 맛도 좋네요,5,2023-10-27,1090.0,1.0,츠키미우동
저녁 먹으러 붓카케우동 먹었다가 후회했어요. 면이 너무 불었어요,1,2023-10-27,1091.0,1.0,붓카케우동
신상 우동맛집! 가마타마우동 괜찮아요~ 한 가지 아쉬운 건 메뉴가 좀 단조로워요,4,2023-10-27,1092.0,1.0,가마타마우동
혼밥하러 와서 냉우동 먹었는데 맛있네요! 다만 사이드메뉴가 더 다양했으면 좋겠어요,4,2023-10-27,1093.0,1.0,냉우동
친구랑 같이 와카메우동 맛있게 먹었어요. 한 가지 아쉬운건 사이드메뉴가 더 다양했으면 좋겠어요,4,2023-10-27,1094.0,1.0,와카메우동
저녁 먹으러 냉우동 괜찮네요. 아쉬운 점은 좌석이 좀 더 많았으면 해요 👍,4,2023-10-27,1095.0,1.0,냉우동
신상 맛집 발견! 가마타마우동 맛집 예약이요 가격도 괜찮고 맛도 좋네요,5,2023-10-27,1096.0,1.0,가마타마우동
저녁 먹으러 우연히 발견한 신상 맛집! 츠키미우동 진짜 맛있네요 일본 현지 맛이에요,5,2023-10-28,1097.0,1.0,츠키미우동
회사 동료랑 들어왔다가 대박 맛집 발견! 와카메우동 진짜 맛있어요 육수가 깊고 진해요,5,2023-10-28,1098.0,1.0,와카메우동
새로 생긴 우동집이라 반신반의하면서 왔는데 냉우동 완전 실화네요 재료가 신선한게 느껴져요,5,2023-10-28,1099.0,1.0,냉우동
기대 이상이네요~ 쇼유우동 맛있어요. 다만 계산대가 좀 혼잡해요 막 오픈한 집이라 기대 안했는데 맛있어요,4,2023-10-28,1100.0,1.0,쇼유우동
냉우동 맛있는데 웨이팅 공간이 좁아요,4,2023-10-28,1101.0,1.0,냉우동
혼밥하러 와서 들어와봤어요. 냉우동 맛있는데 계산대가 좀 혼잡해요,4,2023-10-28,1102.0,1.0,냉우동
츠키미우동 다시는 안올 것 같아요. 가격이 너무 비싸요 😊,1,2023-10-28,1103.0,1.0,츠키미우동
츠키미우동 완전 맛있어요! 일본 현지 맛이에요,5,2023-10-28,1104.0,1.0,츠키미우동
친구가 추천해서 왔는데 붓카케우동 진짜 맛있네요! 직원분들이 친절하세요,5,2023-10-28,1105.0,1.0,붓카케우동
조용하고 여유있게 츠키미우동 먹었네요~ 재료가 신선한게 느껴져요,5,2023-10-28,1106.0,1.0,츠키미우동
혼밥하러 와서 쇼유우동 맛봤어요. 전반적으로 괜찮은데 메뉴가 좀 단조로워요,4,2023-10-29,1107.0,1.0,쇼유우동
가족이랑 함께 쇼유우동 먹었는데 맛있네요! 다만 자리가 좀 불편해요 💖,4,2023-10-29,1108.0,1.0,쇼유우동
새로 오픈한거 치고는 붓카케우동 그럭저럭이네요 좌석이 좀 더 많았으면 해요,3,2023-10-29,1109.0,1.0,붓카케우동
신상 우동맛집! 와카메우동 괜찮아요~ 한 가지 아쉬운 건 가격이 조금 있는 편이에요,4,2023-10-29,1110.0,1.0,와카메우동
성수에 우동 맛집 새로 생겼네요~ 가마타마우동 강추합니다! 국물이 진하고 맛있어요,5,2023-10-29,1111.0,1.0,가마타마우동
기대 이상이네요~ 냉우동 맛있어요. 다만 음식 나오는 시간이 조금 걸려요,4,2023-10-29,1112.0,1.0,냉우동
회사 동료랑 쇼유우동 맛봤어요. 전반적으로 괜찮은데 좌석이 좀 더 많았으면 해요,4,2023-10-29,1113.0,1.0,쇼유우동
혼밥하러 와서 냉우동 먹었는데 맛있네요! 다만 웨이팅 공간이 좁아요,4,2023-10-30,1114.0,1.0,냉우동
츠키미우동 맛있는데 좌석이 좀 더 많았으면 해요 💕,4,2023-10-30,1115.0,1.0,츠키미우동
오픈했다길래 와봤어요~ 쇼유우동 맛있네요! 다만 좌석이 좀 더 많았으면 해요,4,2023-10-30,1116.0,1.0,쇼유우동
친구랑 같이 붓카케우동 먹었는데 맛있네요! 다만 좌석이 좀 더 많았으면 해요,4,2023-10-30,1117.0,1.0,붓카케우동
오픈한지 얼마 안됐다고 해서 기대 안했는데 냉우동 먹고 깜짝 놀랐어요! 혼밥하기 딱 좋은 곳이에요,5,2023-10-30,1118.0,1.0,냉우동
조용하고 좋네요~ 쇼유우동 맛있어요. 아쉬운 점은 사이드메뉴가 더 다양했으면 좋겠어요,4,2023-10-30,1119.0,1.0,쇼유우동
이런 퀄리티로 오픈하시면... 가마타마우동 면이 너무 불었어요 웨이팅 없이 먹을 수 있어서 좋아요,1,2023-10-30,1120.0,1.0,가마타마우동
막 오픈해서 그런가... 냉우동 좀 아쉽네요 좌석이 좀 더 많았으면 해요 막 오픈한 집이라 기대 안했는데 맛있어요,3,2023-10-30,1121.0,1.0,냉우동
웨이팅 없이 바로 들어와서 냉우동 먹었는데 이런 맛집이 숨어있다니! 사이드 메뉴도 맛있어요,5,2023-10-30,1122.0,1.0,냉우동
혼밥하러 와서 냉우동 맛있게 먹었어요. 한 가지 아쉬운건 좌석이 좀 더 많았으면 해요 👍,4,2023-10-30,1123.0,1.0,냉우동
츠키미우동 먹어봤는데 음... 그냥 무난해요 좌석이 좀 더 많았으면 해요,3,2023-10-31,1124.0,1.0,츠키미우동
성수에 우동 맛집 새로 생겼네요~ 와카메우동 강추합니다! 생면이라 그런지 식감이 남달라요,5,2023-10-31,1125.0,1.0,와카메우동
조용하고 좋네요~ 냉우동 맛있어요. 아쉬운 점은 자리가 좀 불편해요,4,2023-10-31,1126.0,1.0,냉우동
기대 이상이네요~ 쇼유우동 맛있어요. 다만 계산대가 좀 혼잡해요,4,2023-11-01,1127.0,1.0,쇼유우동
기대 이상이네요~ 가마타마우동 맛있어요. 다만 메뉴가 좀 단조로워요,4,2023-11-01,1128.0,1.0,가마타마우동
와카메우동 맛있어요! 근데 음식 나오는 시간이 조금 걸려요 👍,4,2023-11-01,1129.0,1.0,와카메우동
가족이랑 함께 쇼유우동 진짜 맛있네요. 국물이 진하고 맛있어요 🥺,5,2023-11-01,1130.0,1.0,쇼유우동
점심시간에 붓카케우동 먹었는데 평범해요. 양이 조금 적은게 아쉽네요,3,2023-11-01,1131.0,1.0,붓카케우동
신상 맛집 발견! 냉우동 맛집 예약이요 가성비 좋은 맛집이에요,5,2023-11-01,1132.0,1.0,냉우동
김준석 셰프님 새로 오픈하셨다길래 와봤어요! 가마타마우동 역시 기대를 저버리지 않네요 가게 분위기도 좋고 깔끔해요,5,2023-11-01,1133.0,1.0,가마타마우동
회사 동료랑 들어왔다가 대박 맛집 발견! 가마타마우동 진짜 맛있어요 육수가 깊고 진해요 조용하고 여유있게 먹을 수 있어요,5,2023-11-01,1134.0,1.0,가마타마우동
웨이팅 없이 바로 들어와서 츠키미우동 먹었는데 이런 맛집이 숨어있다니! 혼밥하기 딱 좋은 곳이에요,5,2023-11-02,1135.0,1.0,츠키미우동
회사 동료랑 와카메우동 먹었는데 진짜 맛있어요! 육수가 깊고 진해요 🤤,5,2023-11-02,1136.0,1.0,와카메우동
혼밥하러 와서 냉우동 먹었는데 평범해요. 테이블이 좀 좁아요 😍,3,2023-11-02,1137.0,1.0,냉우동
이름값만 있는건가요? 냉우동 너무 짜요,1,2023-11-02,1138.0,1.0,냉우동
붓카케우동 완전 맛있어요! 양도 적당하고 맛있어요 👍,5,2023-11-02,1139.0,1.0,붓카케우동
새로 생긴 우동집! 가케우동 맛있네요~ 근데 음식 나오는 시간이 조금 걸려요,4,2023-11-03,1140.0,1.0,가케우동
붓카케우동 맛은 좋아요! 근데 계산대가 좀 혼잡해요,4,2023-11-03,1141.0,1.0,붓카케우동
혼밥하러 와서 냉우동 먹었는데 면이 진짜 쫄깃해요! 인테리어가 깔끔해서 좋아요 💕,5,2023-11-03,1142.0,1.0,냉우동
분위기도 좋고 냉우동도 맛있어요! 아쉬운 점은 양이 조금 적은게 아쉽네요,4,2023-11-03,1143.0,1.0,냉우동
새로 생긴 우동집! 와카메우동 맛있네요~ 근데 좌석이 좀 더 많았으면 해요,4,2023-11-03,1144.0,1.0,와카메우동
분위기도 좋고 냉우동도 맛있어요! 아쉬운 점은 양이 조금 적은게 아쉽네요 새로 오픈한 가게라 그런지 깨끗해요,4,2023-11-03,1145.0,1.0,냉우동
오픈한지 얼마 안됐다고 해서 기대 안했는데 가마타마우동 먹고 깜짝 놀랐어요! 일본 현지 맛이에요,5,2023-11-03,1146.0,1.0,가마타마우동
김준석 셰프님 가게라 기대했는데 쇼유우동 맛있어요! 근데 메뉴가 좀 단조로워요,4,2023-11-03,1147.0,1.0,쇼유우동
붓카케우동 완전 맛있어요! 면발이 쫄깃쫄깃하니 좋네요 😍,5,2023-11-04,1148.0,1.0,붓카케우동
분위기도 좋고 가케우동도 맛있어요! 아쉬운 점은 계산대가 좀 혼잡해요,4,2023-11-04,1149.0,1.0,가케우동
기대 이상이네요~ 와카메우동 맛있어요. 다만 테이블이 좀 좁아요,4,2023-11-04,1150.0,1.0,와카메우동
웨이팅 없이 바로 들어와서 붓카케우동 먹었는데 이런 맛집이 숨어있다니! 일본 현지 맛이에요,5,2023-11-04,1151.0,1.0,붓카케우동
기대 이상이네요~ 붓카케우동 맛있어요. 다만 계산대가 좀 혼잡해요 조용하고 여유있게 먹을 수 있어요,4,2023-11-05,1152.0,1.0,붓카케우동
가마타마우동 완전 맛있어요! 인테리어가 깔끔해서 좋아요,5,2023-11-05,1153.0,1.0,가마타마우동
근처 지나가다가 새로 오픈했길래 들어와봤는데 냉우동 완전 맛있어요! 면발이 쫄깃쫄깃하니 좋네요 성수동에 이런 맛집이 생겼네요,5,2023-11-05,1154.0,1.0,냉우동
성수 신상 맛집 발견! 와카메우동 강추합니다. 국물이 진하고 맛있어요,5,2023-11-05,1155.0,1.0,와카메우동
오픈했다길래 와봤어요~ 붓카케우동 맛있네요! 다만 좌석이 좀 더 많았으면 해요,4,2023-11-05,1156.0,1.0,붓카케우동
김준석 셰프님 새로 오픈하셨다길래 와봤어요! 와카메우동 역시 기대를 저버리지 않네요 생면이라 그런지 식감이 남달라요,5,2023-11-05,1157.0,1.0,와카메우동
이대로 가면 안될 것 같아요 붓카케우동 맛이 너무 없어요,1,2023-11-05,1158.0,1.0,붓카케우동
친구랑 같이 와카메우동 진짜 맛있네요. 직원분들이 친절하세요 👍,5,2023-11-05,1159.0,1.0,와카메우동
혼밥하러 와서 쇼유우동 퀄리티가 대박이네요. 생면이라 그런지 식감이 남달라요 👍,5,2023-11-05,1160.0,1.0,쇼유우동
붓카케우동 그냥 무난해요. 테이블이 좀 좁아요 🥺,3,2023-11-06,1161.0,1.0,붓카케우동
가족이랑 함께 붓카케우동 괜찮네요. 아쉬운 점은 웨이팅 공간이 좁아요,4,2023-11-06,1162.0,1.0,붓카케우동
혼밥하러 와서 쇼유우동 맛봤어요. 전반적으로 괜찮은데 음식 나오는 시간이 조금 걸려요 성수동에 이런 맛집이 생겼네요,4,2023-11-06,1163.0,1.0,쇼유우동
분위기도 좋고 쇼유우동도 맛있어요! 아쉬운 점은 좌석이 좀 더 많았으면 해요 웨이팅 없이 먹을 수 있어서 좋아요,4,2023-11-06,1164.0,1.0,쇼유우동
가족이랑 함께 가케우동 먹었는데 면이 진짜 쫄깃해요! 국물이 진하고 맛있어요 👍,5,2023-11-06,1165.0,1.0,가케우동
혼밥하러 와서 쇼유우동 진짜 맛있네요. 인테리어가 깔끔해서 좋아요,5,2023-11-06,1166.0,1.0,쇼유우동
저녁 먹으러 가케우동 괜찮네요. 아쉬운 점은 테이블이 좀 좁아요,4,2023-11-07,1167.0,1.0,가케우동
가족이랑 함께 츠키미우동 맛있게 먹었어요. 한 가지 아쉬운건 계산대가 좀 혼잡해요 🔥,4,2023-11-07,1168.0,1.0,츠키미우동
새로 생긴 우동집이라 기대하고 데이트 코스로 가마타마우동 완전 만족! 가성비 좋은 맛집이에요 👍,5,2023-11-08,1169.0,1.0,가마타마우동
근처 지나가다가 새로 오픈했길래 들어와봤는데 츠키미우동 완전 맛있어요! 사이드 메뉴도 맛있어요,5,2023-11-08,1170.0,1.0,츠키미우동
성수에 우동 맛집 새로 생겼네요~ 가케우동 강추합니다! 면발이 쫄깃쫄깃하니 좋네요,5,2023-11-08,1171.0,1.0,가케우동
간판 보고 들어왔는데 붓카케우동 완전 취향저격이에요 가격도 괜찮고 맛도 좋네요,5,2023-11-08,1172.0,1.0,붓카케우동
새로 생긴 우동집이라 반신반의하면서 왔는데 와카메우동 완전 실화네요 혼밥하기 딱 좋은 곳이에요,5,2023-11-08,1173.0,1.0,와카메우동
회사 동료랑 와카메우동 맛봤어요. 전반적으로 괜찮은데 가격이 조금 있는 편이에요 새로 오픈한 가게라 그런지 깨끗해요,4,2023-11-08,1174.0,1.0,와카메우동
성수 신상 맛집 발견! 와카메우동 강추합니다. 면발이 쫄깃쫄깃하니 좋네요 🥺,5,2023-11-08,1175.0,1.0,와카메우동
새로 생긴 우동집이라 반신반의하면서 왔는데 와카메우동 완전 실화네요 일본 현지 맛이에요,5,2023-11-09,1176.0,1.0,와카메우동
새로 생긴 우동집이라 반신반의하면서 왔는데 가케우동 완전 실화네요 면발이 쫄깃쫄깃하니 좋네요,5,2023-11-09,1177.0,1.0,가케우동
혼밥하러 와서 와카메우동 먹었는데 맛있네요! 다만 사이드메뉴가 더 다양했으면 좋겠어요 🥺,4,2023-11-09,1178.0,1.0,와카메우동
점심시간에 츠키미우동 먹었는데 진짜 맛있어요! 가성비 좋은 맛집이에요 🥺,5,2023-11-09,1179.0,1.0,츠키미우동
가마타마우동 완전 맛있어요! 혼밥하기 딱 좋은 곳이에요 👍,5,2023-11-10,1180.0,1.0,가마타마우동
친구랑 같이 쇼유우동 맛있게 먹었어요. 한 가지 아쉬운건 사이드메뉴가 더 다양했으면 좋겠어요 👍,4,2023-11-10,1181.0,1.0,쇼유우동
