review_text,rating,date,user,delivery,menu
급하게 먹느라 사진을 못찍었네요ㅠㅠ 안암최고 밀크티 맞네요!!!!!!!!!!! 챙겨주신거까지 완벽했어요 담엔 크로플도 같이시켜먹을께요 존맛❤️,5,2021.11,맛집킬러,,"애넘 밀크티, 까망애플수박주스, 로또딸기요거트스무디"
사장님 완전 친절 + 서비스 짱 감동 ❤️ 맛도 짱,5,2021.10.,eunnybebe,,"마약 크로플, 오키나와 스무디"
진짜 너무 맛있어용😆👍🏻💕 서비스도 감사합니당☺️👏🏻💕,5,2021.10.,ypink,상,"브라운슈가 밀크티, 신비복숭아요거트"
맛있어요. 수박주스 짱!,5,2021.10.,알리알리,상,"애넘 밀크티, 신비복숭아요거트, 까망애플수박주스"
크로플 바삭바삭하고❤️ 요거트랑 복숭아도 잘 어울려서 딱이었어요😮 ㅎㅎ 밀크티도 다 ㅎㅎ 넘 맛있게 잘 먹었습니다❣️,5,2021.10.,maria,상,"마약 크로플, 브라운슈가 밀크티, 복숭아 그릭요거트"
"배달이 늦을거 같다고 서비스로 사이즈업도 해주고 생크림도 서비스로 주셨는데 넘 감사합니다..😊 글고 일단 여기 음료 진짜 다 맛있어요! 밀크티도 맛있고 스무디도 먹어봤는데 다 존맛,,크로플도 두개나 되고 맛있어요 ㅠㅠㅠ",5,2021.10.,맛있는게젤좋아,상,"마약 크로플, 애넘 밀크티, 쪼코릿 밀크티"
아보카도 서비스로 주셔서 맛있게 먹었어요! 크로플도 몇개나 더 주셔가지고 푸짐하게 먹었습니다!,5,2021.10.,ys,상,"마약 크로플, 애플시나몬크로플, 오키나와 스무디"
,5,2021.10.,danik,,"마약 크로플, 브라운슈가 밀크티"
수박 주스도 너무 맛있는데 사장님이 정말 친절하셔서 갈때마다 기분 좋아요👍,5,2021.10.,모찌,,까망애플수박주스
디에스티에서 처음 시켜먹어봤는데 배달도 빠르고 너무 맛있어용!!!,5,2021.10.,내가니시다바리가,,"마약 크로플, 애넘 밀크티"
그 전날 사진 올렸어서 글로만 남길게요!! 저녁에 깔끔한 게 먹고 싶어서 주문했습니다 잘 먹었어요:) 그리고 오늘은 수박주스 양 더 많이 주신 것 같아서 감사했습니당ㅎㅎ,5,2021.10.,햄스따애미,상,"바질 토마토 그릭 요거트, 까망애플수박주스"
메뉴 다맛있어요 지난번엔 크로플서비스 주시고 이번엔 토마토 바질 서비스가 왔어요ㅠ,5,2021.10.,김민정,상,"로또딸기요거트스무디, 마약 크로플, 브라운슈가 밀크티, 아메리카노"
배달도빠르고 맛잇어용ㅎㅎㅎ,5,2021.10.,냥냥모찌,상,"로또딸기요거트스무디, 마약 크로플, 복숭아 그릭요거트"
우선 인생 수박주스 만들어주셔서 감사드립니다 여기만한 수박주스를 아직까지 먹어본 적이 없어요ㅠㅠ 크로플도 너무너무 맛있고 늘 요청사항까지 다 놓치지 않고 챙겨주셔서 감사합니다 밀크티는 오늘 처음 마셔보는데 펄도 쫀득하고 맛도 딱 적당히 달아서 너무 좋아요!! 음료랑 크로플 먹고 싶을 때마다 시켜먹는데 항상 포장까지도 꼼꼼하게 보내주시고 늘 감동이에요ㅠㅠ 앞으로도 잘 부탁드립니다,5,2021.10.,지이지,상,"까망애플수박주스, 마약 크로플, 애넘 밀크티, 브라운슈가 밀크티"
여기 수박주스 제 인생 수박주스입니당 수박주스 맛없는 건 비린내 나고 역한데 여기 수박주스는 시원하고 사각거리는 느낌이 정말 좋았어요 그리고 요거트 메뉴는 너무 달다구리한 디저트가 안 땡기고 맛이 궁금해서 시켜봤는데 중독성 있는 맛이에요 복숭아요거트처럼 단맛은 안 나지만 그래서 끝맛이 깔끔한 느낌입니다 다음에도 같은 조합으로 시켜먹으려구요!! 사장님 앞으로도 이 메뉴들 계속 팔아주세요 맛있게 만들어주셔서 감사합니다ㅎㅎ,5,2021.10.,햄스따애미,,"바질 토마토 그릭 요거트, 까망애플수박주스"
크로플 1개에 생크림 추가했는데 모르고 생크림 없리 크로플 2개가 왔네요.. 다음에 생크림 부탁드립니다ㅠㅠㅠ 여친이 아쉬워하지만 그래도 맛있다고하네요 ㅎㅎ 서비스 감사합니다!,5,2021.10.,간찬,상,"마약 크로플, 애넘 밀크티, 신비복숭아요거트"
매번 밀크티만 사먹다가 간식거리 첨 사봤는데 넘 맛있구 서비스도 챙겨주셔서 ㅠㅠㅠ 감사히 먹었습니다🤍 조만간 또 사러갈게요 안암에서 오래오래 장사해주세요 !!!,5,2021.10.,so17****,,"마약 크로플, 민트초코 크로플, 복숭아 그릭요거트"
,5,2021.10.,유령,,"애넘 밀크티, 복숭아 그릭요거트, 마약 크로플"
,5,2021.10.,남박등,,"까망애플수박주스, 신비복숭아요거트, 마약 크로플"
최고의 크로플이에요,5,2021.10.,송민서,,"마약 크로플, 티라미수 크로플"
처음 시켜봤는데 맛있었어요~ 서비스도 주셔가지구.. 너무 맛있게 잘 먹었습니다 최고~!,5,2021.10.,희리희,상,"브라운슈가 밀크티, 로또딸기요거트스무디"
배달이라서 직접 가서 먹는 것처럼 퀄이 좋을거란 기대는 안했는데 너무 정성스러워서..리뷰 잘 안 쓰는데 이렇게 리뷰 남겨요! 그릭요거트 너무 맛있으니까 다들 꼭 시켜먹길~서비스로 주신 샤인머스캣도 맛이 좋았습니다🙂,5,2021.10.,감규르,,"복숭아 그릭요거트, 애넘 밀크티"
,5,2021.10.,vviva,상,"애플시나몬크로플, 애넘 밀크티"
,5,2021.10.,우기,,"복숭아 그릭요거트, 애넘 밀크티"
"배민을 거의 매일 이용하는데, 그동안 주문했던 수백건의 음식 중에 최고였습니다. 맛도 엄청나게 엄청나고, 서비스도 대단하게 대단하고... 가격 착한 것이나 포장 깔끔하고 배달료가 특히 저렴하면서도 빠른 것이나... 흠 잡을 곳이 없네요. 몸이 안좋아서 저녁 생략하고 식사를 대체할 건강한 간식으로 주문했는데 컨디션도 좋아지는 맛이어요. 감사합니다. 🧸💛",5,2021.10.,수연,상,"복숭아 그릭요거트, 마약 크로플, 신비복숭아요거트"
서비스도 항상 많이 주시구 사장님도 너무 친절하세요. 담에 크로플 땡기면 또 가겠습니다 ㅎㅎ,5,2021.10.,esd0****,,마약 크로플
맛있게 잘먹었습니다~! 서비스도 감사드려요#,5,2021.10.,nigh****,,"까망애플수박주스, 애넘 밀크티, 애플시나몬크로플"
사장님 상품이 모두 1+1 인가요? 서비스를 너무 거하게 주셔서 깜짝놀랐습니다. 거기다 맛있기까지. . . . 분명 디저트로 시킨건데!!! 한끼 든든히 먹은거같아요♡ 크로플과 복숭아그릭요거트 조합이 딱입니다. 덕분에 오늘 하루 기분으 더 좋아졌네요. 번창하세요~,5,2021.10.,왕왕이,상,"복숭아 그릭요거트, 자몽오렌지에이드, 마약 크로플"
감동의맛집 크로플?진짜맛잇네요,5,2021.10.,동내형,상,"아메리카노, 카페라떼, 마약 크로플"
존맛이에요오,5,2021.10.,꽁지누난나,상,"애플시나몬 크로플, 까망애플수박주스"
우아 진쨔 맛있구 서비스까지주시고 사장님 너무 친절하세요😍😍😍또시켜먹구시퍼요,5,2021.10.,공주,상,"까망애플수박주스, 아메리카노"
너무 맛있었어요 달지도않고 겉바속촉 크로플! 애플시나몬 크로플은 양도 많고 사과도 아삭아삭 식감이 너무 좋더라구요!! 음료도 달달하니 좋았어요 새로 나온 티를 서비스로 주셨는데 다음엔 그것도 시켜먹을거에오!,5,2021.10.,티기에용,,"까망애플수박라떼, 신비복숭아요거트, 마약 크로플, 애플시나몬 크로플"
"크로플 맛있구요, 3500원에 2개를 주셔서 가성비도 좋아요. 아메리카노도 맛있어요. 서비스로 주신 애플 자몽상큼티는 달달한 맛과 유자의 쌉사름 한 맛이 잘 어울리고, 청량하면서 기분이 좋아지는 맛이예요.",5,2021.10.,봄빛,,"마약 크로플, 아메리카노"
원래 리뷰에 사진 두 장 이상 안 넣는 사람인데 이번엔 참을 수 없었습니다 장사 이렇게 하시면 남는 건 있으신가요? 처음에 양이 너무 많아서 배달이 잘못 온 줄 알았습니다 요거트 꾸덕꾸덕하니 너무 맛있고 복숭아도 맛있고 싱싱합니다 밀크티는 말할 필요도 없습니다 간단하게 요기나 하려고 시켰는데 거하게 한 상 먹었네요 앞으로도 많이 시킬게요 사진 최대한 잘 찍으려고 했는데 이게 제 최선이네요... 지금보다 더 번창하시길 바랄게요!!!,5,2021.10.,배고파,,"복숭아 그릭요거트, 애넘 밀크티"
리뷰이벤트 신청 안했는데도 서비스 낭낭하게 보내주셧네요 잘먹었습니다 사진은 오자마자 다먹어서 없습니다 자주 시켜먹겠읍니다,5,2021.10.,jun0****,상,"마약 크로플, 브라운슈가 밀크티"
배달이 넘 오래걸렸지만 맛있어요~!!,5,2021.10.,냠냠냠,,"복숭아 그릭요거트, 애넘 밀크티, 유자애플상큼티, 애플시나몬 크로플"
일단 양이 엄청 많아서 깜짝 놀랐어요 복숭아 아삭하고 맛있습니다 서비스로 주신 애플유자 상큼티도 잘 마셨습니다! 사진은 깜빡하고 못 찍었습니다 ㅠ,5,2021.10.,뇸뇸,,"복숭아 그릭요거트, 브라운슈가 밀크티, 마약 크로플"
"깔끔했어요, 단 걸로 스트레스 풀고 싶으신 날 드셔보시길..",5,2021.10.,하이G,,애플시나몬 크로플
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,5,2021.10.,쫑팡,상,"복숭아 그릭요거트, 복숭아생크림 크로플"
와 한개시켰는데 양 진짜 너무 많은거 아니에요? 잘못온줄알고 전화드릴뻔했어요!!! 심지어 엄청 맛있어요ㅠㅠ 이게무슨일이에요!! 진짜 너무 맛있어서 리뷰이벤트 참여한다고도 안했는데 진심으로 리뷰남겨요 잘먹었습니다!!,5,2021.10.,힛짜,,"복숭아 그릭요거트, 자몽오렌지에이드"
,5,2021.10.,jojogging,상,"애넘 밀크티, 로또딸기요거트스무디"
히히~ 오늘은 포장했는데 복숭아 상태 안좋다고..미안하시다며 서비스를...주시는데...주문한거보다 서비스를 많이 주셨어오..... 감사해오 ㅠㅠ 잘 먹었습니다!! 계속 이용하겠습니다!!! ㅋㅋㅋ,5,2021.10.,짱제,,"신비복숭아요거트, 복숭아 그릭요거트, 애넘 밀크티"
,5,2021.10.,dove****,,"복숭아 그릭요거트, 애넘 밀크티, 유자애플상큼티"
메뉴가 다양해서 좋아요 맛도 최공!!,5,2021.10.,림림,,"복숭아 그릭요거트, 애넘 밀크티, 애플시나몬 크로플"
리뷰 쓰기 전에 2개를 이미 먹고 있었는데 일반 크로플 3개 시켰는데도 그대로 있네요...? 서비스 감사합니다!!! 밀크티도 맛있어요!,5,2021.10.,ys,,"마약 크로플, 애넘 밀크티, 애플시나몬 크로플"
서비스을 엄청 주셨어요 ㅠㅠ 감사합니다~ 정말 맛있어요!,5,2021.10.,또로로옹,하,"마약 크로플, 애넘 밀크티"
밀크티 넘 맛있어요! 서비스도 마니주시구♡ 크로플 바삭바삭하고 맛있었어용 !! 밀크티에 들어있는 펄도 쫀득쫀득 맛있게잘먹었습니당!!,5,2021.10.,주유니,상,"마약 크로플, 애넘 밀크티, 브라운슈가 밀크티, 애플시나몬 크로플"
배달도 빠르고 전부 다 너무 맛있었습니다. 서비스도 감사합니다 또 주문할 것 같아용 감사합니다~~~,5,2021.10.,혜시니,상,"마약 크로플, 복숭아 그릭요거트, 아메리카노, 애넘 밀크티"
원래 복숭아그릭요커트를 두개씩 주시나여??? 푸짐한 양에 깜짝 놀라버렸어요😍😍 좀 비싸다 생각했는데 이정도면 대박 혜자!!!!! 서비스로 주신 수박주스도 너무너무 맛있었어요 밀크티는 말할 것도 없죠ㅠㅠ 정말 사장님 오래오래 번창해주세요 또 먹으러 갈게요!!!!!!,5,2021.10.,소금,,"복숭아 그릭요거트, 애넘 밀크티, 애플시나몬 크로플"
허버허버 먹느라 사진은 못 찍었는데 티라미수크로플 다들 꼭 먹어주세요,5,2021.9,구루살이,,"티라미수 크로플, 복숭아 그릭요거트"
밀크티와 크로플을 함께 즐길 수 있다는 것 자체가 큰 행복입니다. 맛있어요!,5,2021.9,맛있는게최고야,상,"마약 크로플, 애넘 밀크티"
아니 복숭아그릭요거트 두개나 주시다뇨.. 진짜 하나도 안시고 줜맛탱커리❤️‍🔥,5,2021.9,누피,,"복숭아 그릭요거트, 마약 크로플, 아메리카노"
엄청나네요~~ 굿,5,2021.9,tnqk****,,"커피 밀크티, 카페라떼"
,5,2021.9,mina,상,"쪼코릿 밀크티, 마약 크로플"
맛있게 먹었어요~,5,2021.9,yueei99,상,"복숭아 그릭요거트, 애넘 밀크티, 신비복숭아요거트, 마약 크로플"
처음시켰는데 서비스도주시고! 그릭요거트때매 시켰는데 음료 맛집이네용! 자주 시켜먹어야겟어요:),5,2021.9,semo,상,"복숭아 그릭요거트, 카페라떼"
오늘도 역시 넘넘 맛있어요ㅎㅎ 한주의 피곤함을 싹 잊게 하는 디에스티.. 사랑합니당❤️❤️❤️,5,2021.9,vitamin,상,"브라운슈가 밀크티, 애넘 밀크티"
맛잇어요~,5,2021.9,진실,상,"브라운슈가 밀크티, 로또딸기요거트스무디"
신비복숭아 요거트 달달해서 맛있어요😋 오분도 안되서 다먹어버렸네요 배달도 빨라서 좋았어요 서비스도 너무 감사합니당,5,2021.9,쑤기,상,"신비복숭아요거트, 복숭아 그릭요거트"
맛있었어용 ㅎㅎ 타피오카가 없어도 서비스 주셔서 괜찮습니다 :),5,2021.9,Florenss,상,"오키나와 스무디, 애넘 밀크티, 쪼코릿 밀크티"
크로플도 하나 더 주시고 감사합니다 ㅠ 항상 맛있게 잘 먹고 있어요!,5,2021.9,leey****,,"마약 크로플, 브라운슈가 밀크티"
정말 맛있었는데 제가 추가한 생크림 안보내주셨어요…,4,2021.9,또로로옹,하,"애플시나몬 크로플, 애넘 밀크티"
항상 맛은 있지만 오늘은 사이즈가 잘못와서 애매하게 음료마시기를 마무리했습니다..,5,2021.9,iris0519,,"브라운슈가 밀크티, 마약 크로플"
과일 알갱이가 들어가 있어서 참 좋네요ㅎ 친절히 전화도 주시고 맛있게 잘 먹었습니다.,5,2021.9,똥뚠떡이,,"까망애플수박주스, 신비복숭아요거트"
,5,2021.9,KbmR,,"애넘 밀크티, 마약 크로플"
직접 픽업하러 갔는데 사장님이 정말 친절하게 설명 해주시고 토핑이랑 서비스도 많이 챙겨주셨어요 😭❤️ 버블티랑 크로플 맛은 뭐 말이 필요 없습니다ㅎㅎ 걷바속촉에 쫄깃한 식감 완전 최고에용 직접 만드신 생크림도 너무 달지 않고 딱 촉촉하고 맛있었어요~,5,2021.9,알로스,,"애플시나몬 크로플, 애넘 밀크티, 마약 크로플"
저 방금 주문한 사람인데 수저포크 요청했는데 안왓네여 ㅜㅜ 다른건 몰라도 실링처리된 음료는 빨대 없이 어떻게 먹는거죵?ㅜㅜㅜㅜ 빨대랑 포크만 다시 배달해달라고 하기에는 좀 그래서 그냥 글로 남겨요,4,2021.9,현현현,,"복숭아 그릭요거트, 애넘 밀크티"
수박쥬스 맛있는데 수박라떼도 맛있네요! 서비스로 주신 요거트볼은 아침으로 잘먹을게용,5,2021.9,맛있어서이승떠나,,"복숭아 그릭요거트, 애넘 밀크티, 까망애플수박라떼"
오 밀크티 진짜!!! 최곤데요?!?! 당도1 딱 정확히 바라던맛이예요 이게 내맘같기가 쉽지않은데 우왕 펄도 안달고 딱 원하던맛 줄어드는 게 너무 아쉽네요ㅠㅠ 복숭아가 딱딱이 인게 조금 아쉬운데 또 몰랑이는 워낙 취급하기가 어렵죠ㅠㅠ 아니 근데 두통이나 와서 오잉 이게 잘못왔나 했는데 와 복숭아가 짱커서 두통이 나오는거였네요 와우 한통은 내일먹어야징 신난당! 애플수박주스가 누락되어와서 연락드렸었는데 친절하고 깔끔하게 대응해주셔서 애플수박주스도 감사히 마셨습니당! 수박양을 진짜 많이 넣으셨더라구요 거의 수박 향만내고 당도로 맛내거나 거의 물상태인곳많잖아요 여긴 아낌없이 수박본연으로 맛을내주셔서 깔끔하고 시원하더라구요!! 그릭요거트 완전 꾸덕 아흉 맛있엉 서비스도 뭐 거의 본품아님니까 크... 흥하는곳은 이유가 있죠!! 감사히 잘먹었습니다^^!,5,2021.9,sumi****,상,"복숭아 그릭요거트, 애넘 밀크티, 까망애플수박주스"
"수박쥬스만 (토핑없음, 알로에, 코코넛)세잔 시켰는데..... 알로에를 안넣어주셨네요....... 컵에 알로에 표시가 없길래 표기만 까먹으신줄 알았는데..... 마셔보니 진짜 알로에가 없네요... 토핑없는 수박쥬스 두잔 오고......... 그리고 코코넛 이렇게 왔어요ㅠㅠ........... 알로에가 최애인데.......... 다음에는..... 꼭.... 알로에 추가........ 꼭...... 해주세오.............",5,2021.9,토달곰,,까망애플수박주스
처음시켜봤는데맛있구빠른배송두서비스두좋구다맘에듭니다다음에두맛나게해주세요사업번창하시구추석연휴잘보내세요,5,2021.9,수아짱,상,"아메리카노, 돌체라떼, 마약 크로플"
오늘도 역시 오키나와 잘 먹었습니다!!!!! 같이 보내주신 크로플은 힘든 하루의 선물 같이 제게 큰 힘이 되었습니다 잘 먹었습니다🥰🥰,5,2021.9,미나미,상,"오키나와 스무디, 애넘 밀크티"
와 여기 맛집이네요,5,2021.9,슈콤마,,"브라운슈가 밀크티, 마약 크로플"
밀크티가 먹고 싶어서 최소금액맞추려고 시킨 크로플이었는데 퀄리티가 너무 좋아서 처음에 잘못 온거 아닐까 눈을 의심했어여👍 거의 한끼 식사용!! 항상 과일도 서비스로 넣어주셔서 배부르게 먹고있습니다😆 (오키나와 스무디 말로 설명할 수 없는데 맛있는 맛),5,2021.9,납작납작,상,"오키나와 스무디, 애플시나몬 크로플"
수박주스 파는 곳 찾다가 시켰는데 메뉴 하나하나마다 문구가 주옥같아요 ㅋㅋ 동네 친구들한테 보여줫더니 다들 웃더라고요ㅋㅋㅋㅋ 커피도 m사이즈 시켰는데 큰게와서 놀랐지만 오히려 좋아.. 담엔 가게이름에 부응해서.. 밀크티도 먹어볼게요.. 나 믿어 애넘밀크티 믿어 서비스도 감사합니다 과일안먹는 자취생에게 쵝.오의 서비수.,5,2021.9,돈까스평론가,상,"까망애플수박주스, 아메리카노"
급하게 먹느라 사진이 없는 점 .. 죄송합니다 !ㅜㅜ 일단 딸기요거트스무디 진짜 다른 매장이랑은 차별되게 새콤달콤한 맛이 일품이더라고요.. 진짜 너무 맛있었어요❤️ 앞으로도 자주자주 시켜먹겠습니다 감사합니다 번창하세요❤️‍🔥,5,2021.9,눈뉴난냐,,로또딸기요거트스무디
진짜 짱맛있어요!! 서비스 감사합니다~,5,2021.9,고수고수,,"아메리카노, 애넘 밀크티, 마약 크로플"
밀크티랑 기본 크로플 맛있는건 원래알고 있고 애플 시나몬이랑 복숭아요거트도 맛있었어요. 다만 배달진짜... 조리 시간이 오래 걸리는 음식도 아닌데 70분이 넘는건...,5,2021.9,에디와루피,하,"마약 크로플, 복숭아 그릭요거트, 애플시나몬 크로플, 애넘 밀크티"
오늘도 잘먹었습니다. 서비스 감사합니다.,5,2021.9,씨그램,,"브라운슈가 밀크티, 마약 크로플"
애플시나몬 크로플 정식메뉴에 들어왔군요!!ㅎㅎ 진짜진짜 맛있어요ㅠㅠ🍎❤️ 같이 넣어주신 시리얼까지 얹어먹으면 신세계🤩 그리고 밀크티 저지방우유 옵션 생겨서 넘나리 좋아요ㅎㅎ 사장님 근데 저 애넘밀크티 하나 얼음이랑 펄 둘다 없음으로 주문했는데 얼음이 넣어져서 왔어요ㅠㅠㅠ 제가 바쁜시간에 주문해서 정신이 없으셨던것같은데 담엔 꼭 확인부탁드립니당!,5,2021.9,vitamin,상,"브라운슈가 밀크티, 애플시나몬 크로플, 애넘 밀크티"
크로플 대박이에요!! 번창하세요~,5,2021.9,또로로옹,상,"마약 크로플, 쿠키앤크림"
"배달 1시간 10분(30분 딜레이)되서 왔습니다. 애덤 밀크티는 씁쓸한 맛에, 얼음은 다 녹아서 왔습니다. 서비스로 주신 히비스커스 티는 부모님 드렸는데 맛이 안나고, 맹물이라고 해서 먹어보니 맛이 거의 희미하게 나고 색만 진하네요. 원래 제일 맛있어서 테이크아웃해서 몇번 사먹던 곳인데, 배달만 이런 건지 잘 모르겠습니다.",1,2021.9,챱챱이,상,"브라운슈가 밀크티, 오키나와 스무디, 애넘 밀크티"
,5,2021.9,비완정,상,"마약 크로플, 브라운슈가 밀크티"
,5,2021.9,123t****,상,"복숭아그릭요거트, 아메리카노, 마약 크로플, 까망애플수박주스"
늦는다고 전화쥬시고감사해용 크로플 지쨔맛있네여 왜 마약크로플인지알거같아요 수박주스 진짜너무맛있어요 ㅠㅠㅠ 서비스로쥬신 티도잘먹을게용^^,5,2021.9,이아미,상,"까망애플수박주스, 마약 크로플"
사장님 그릭모모 맛있게 먹었어요~~ 서비스 눈물 납니다 ㅠㅠ 번창하세요!!! 아 참 사장님 비결이 뭐예요??,5,2021.9,맛있으면비결을물어요,,복숭아그릭요거트
왜그러세요!! 왜 제가 시킨것보다 2배 더주시죠?!!! 감사해요 ㅋ,5,2021.9,길정정,,"까망애플수박주스, 마약 크로플"
매번 서비스도 많이 주시고 감사합니다. 덕분에 더 맛있게 먹고있네요~,5,2021.9,mast****,상,"까망애플수박주스, 자몽오렌지에이드, 아메리카노"
"그릭복숭아 너무 맛있었어요,,🍑 밀크티도 역시나 맛있었습니당 서비스로 티 챙겨주셔서 감사해요 ๑'ٮ'๑",5,2021.9,레아,,"복숭아그릭요거트, 애넘 밀크티"
"지금 한 일주일 새에 세번정도 시킨 것 같아요 ㅋㅋㅋㅋ 밀크티 너무 맛있고 크로플도 JMT,,, 까먹고 사진을 못 찍었는데 담엔 꼭 찍겠습니당! 리뷰이벤트로 주신 과일도 너무너무 맛있었어요",5,2021.9,뽐2,,"마약 크로플, 애넘 밀크티"
,5,2021.9,유령,,"신비복숭아요거트, 애넘 밀크티"
